,Area,Year,rainfall,Temperature,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
1525,Malta,2010,23.90883444444444,20.340744444444443,128297,11.91,39.69,6.87,9.49
1526,Malta,2011,28.327750000000005,19.846655555555557,128861,11.91,44.53,12.68,23.52
1527,Malta,2012,29.149340000000002,20.0895,129872,12.04,190.83,6.16,8.36
1528,Malta,2013,20.35876888888889,20.14798888888889,126826,12.12,331.54,6.92,8.75
1529,Malta,2014,21.038736666666665,20.317644444444444,131343,12.22,377.97,6.33,7.34
1530,Malta,2015,29.82397555555556,20.37798888888889,130379,11.34,399.57,8.5,11.99
1531,Malta,2016,17.173223333333333,20.562811111111113,126664,10.31,204.47,12.31,14.34
1532,Mauritius,1991,152.6151555555556,22.87083333333333,45455,7.91,108.97,37.86,120.88
1533,Mauritius,1992,141.29385555555552,22.41711111111111,42857,7.27,110.3,35.29,115.56
1534,Mauritius,1993,242.0579888888889,22.60681111111111,44444,6.68,98.57,40.0,121.48
1535,Mauritius,1994,166.27155555555558,22.8823,43750,6.06,120.41,32.65,144.98
1536,Mauritius,1995,161.8866444444444,22.79173333333333,45000,6.74,128.27,52.58,147.93
1537,Mauritius,1996,101.54631111111112,22.54971111111111,41304,6.4,136.11,83.33,173.54
1538,Mauritius,1997,160.14088888888892,22.73242222222222,44032,7.33,124.11,73.68,154.38
1539,Mauritius,1998,178.1744111111111,23.2809,42800,6.58,130.53,63.16,154.75
1540,Mauritius,1999,88.8758777777778,22.91323333333333,42105,6.44,144.09,61.29,174.19
1541,Mauritius,2000,159.9552888888889,22.6704,41837,6.64,141.49,64.89,192.55
1542,Mauritius,2001,146.77394444444445,23.02636666666667,41076,7.38,87.89,43.16,169.47
1543,Mauritius,2002,168.46561111111112,22.96854444444445,40542,8.01,118.58,43.13,142.97
1544,Mauritius,2003,177.12014444444443,23.23073333333333,40027,9.01,116.76,44.5,125.17
1545,Mauritius,2004,168.243,23.136744444444442,39431,8.59,115.37,44.2,134.59
1546,Mauritius,2005,218.96747777777776,23.08733333333333,38822,9.08,111.33,65.49,159.51
1547,Mauritius,2006,202.22707777777785,23.19606666666667,37941,9.84,99.01,38.99,108.01
1548,Mauritius,2007,172.1502111111111,23.3874,37234,8.64,103.71,26.76,138.47
1549,Mauritius,2008,189.5279444444444,23.06316666666667,36526,9.85,86.9,71.01,59.96
1550,Mauritius,2009,166.46244444444446,23.697677777777766,35777,10.02,82.79,32.75,101.57
1551,Mauritius,2010,196.2591444444444,23.80824444444444,35091,10.24,61.01,27.57,66.85
1552,Mauritius,2011,164.28966666666668,23.701022222222214,34331,10.09,94.45,28.13,108.78
1553,Mauritius,2012,123.26781111111113,23.5816,32353,9.32,130.57,43.87,86.67
1554,Mauritius,2013,162.39587777777774,23.389022222222234,33333,10.0,96.14,41.61,97.84
1555,Mauritius,2014,147.05798888888887,23.76493333333333,32223,9.77,134.91,52.2,110.32
1556,Mauritius,2015,180.78203333333332,23.75711111111111,32026,30.05,83.16,39.57,51.8
1557,Mauritius,2016,149.25941111111112,23.668455555555557,31211,29.96,114.62,54.47,90.33
1558,Mexico,1991,64.14449666666665,21.758966666666666,121486,1.08,46.78,15.38,3.41
1559,Mexico,1992,69.24004444444444,21.454066666666673,112443,1.08,49.68,12.04,3.55
1560,Mexico,1993,72.73185,21.72923333333333,114258,1.07,48.06,12.77,3.3
1561,Mexico,1994,54.684,22.07787777777777,119128,1.07,47.51,15.09,3.62
1562,Mexico,1995,67.83184444444444,22.09301111111111,127585,1.07,42.04,7.29,2.2
1563,Mexico,1996,64.35612777777777,22.032055555555555,129953,1.06,48.07,12.3,4.78
1564,Mexico,1997,59.52138888888889,21.832577777777786,128062,1.06,47.53,10.21,7.55
1565,Mexico,1998,64.98332444444446,22.2673,111439,1.05,52.92,11.68,6.86
1566,Mexico,1999,71.65831777777778,21.982055555555558,116261,1.05,51.36,12.09,6.72
1567,Mexico,2000,63.47017666666667,22.412822222222232,123677,1.05,52.88,12.41,6.9
1568,Mexico,2001,62.99287777777778,21.79405555555556,126609,0.91,53.59,12.53,6.63
1569,Mexico,2002,61.77709999999999,22.068777777777786,127005,0.45,34.47,16.48,7.91
1570,Mexico,2003,67.65977777777778,22.11253333333333,122697,0.63,35.41,18.77,7.09
1571,Mexico,2004,76.3961777777778,21.77113333333333,126539,0.72,36.48,20.0,9.3
1572,Mexico,2005,64.86308888888888,22.17655555555556,130954,1.51,47.08,16.92,7.22
1573,Mexico,2006,72.04856444444444,22.418111111111113,131701,1.48,40.73,13.9,7.48
1574,Mexico,2007,74.28759111111111,21.781588888888887,129537,1.95,43.67,14.38,9.45
1575,Mexico,2008,76.16194444444446,21.910755555555557,132529,1.96,36.7,4.13,7.79
1576,Mexico,2009,57.09981666666667,22.565222222222214,129338,2.03,41.84,5.04,3.09
1577,Mexico,2010,86.90642111111109,21.618544444444453,122897,2.16,44.45,19.44,9.09
1578,Mexico,2011,61.73494666666666,22.61407777777778,128467,2.23,46.07,16.32,7.7
1579,Mexico,2012,65.92627777777777,22.4207,122007,2.16,63.23,24.5,9.31
1580,Mexico,2013,80.27393000000002,22.060922222222228,136804,2.14,77.92,11.24,9.8
1581,Mexico,2014,76.29359444444444,22.271611111111113,138798,1.97,44.11,18.66,8.26
1582,Mexico,2015,63.872211111111106,22.17096666666667,139470,2.07,39.45,19.85,9.45
1583,Mexico,2016,74.02131999999997,22.395488888888888,143573,1.91,60.15,20.28,7.76
1584,Morocco,1991,26.844377777777787,18.44516555555556,198322,1.03,14.87,10.81,4.85
1585,Morocco,1992,21.98370333333333,18.499292222222227,150650,1.05,13.53,10.8,5.62
1586,Morocco,1993,16.557638888888892,18.329903333333327,164606,1.08,17.5,10.56,6.02
1587,Morocco,1994,17.984344444444442,18.988783333333327,176548,1.1,13.53,10.52,5.57
1588,Morocco,1995,16.397457777777774,19.173896666666664,132077,1.17,14.86,8.15,5.93
1589,Morocco,1996,39.701011111111114,18.814733333333333,184667,1.18,12.49,10.94,5.67
1590,Morocco,1997,24.37729555555555,19.29121111111111,162959,1.23,17.6,9.9,5.58
1591,Morocco,1998,19.396030000000003,19.50788888888889,210504,1.27,17.64,9.82,5.11
1592,Morocco,1999,18.06693,19.015095555555554,171734,1.34,20.94,10.73,5.94
1593,Morocco,2000,10.672385555555554,19.37447777777778,184524,1.39,21.51,11.27,5.29
1594,Morocco,2001,10.598124444444442,19.673688888888886,129372,1.48,21.13,11.74,5.57
1595,Morocco,2002,22.39397333333333,19.096366666666665,149442,1.54,26.73,25.12,7.48
1596,Morocco,2003,19.20521888888889,19.72968,170665,1.48,21.01,22.22,7.48
1597,Morocco,2004,19.351416666666672,19.253777777777774,146161,1.67,25.61,12.06,6.79
1598,Morocco,2005,11.632625555555556,19.32308888888889,166941,1.55,37.53,12.73,7.38
1599,Morocco,2006,27.04756111111111,19.484107777777773,156626,1.53,35.92,11.37,6.95
1600,Morocco,2007,16.31083111111111,19.20093111111111,126503,1.53,34.02,12.59,6.34
1601,Morocco,2008,20.82063111111111,19.763111111111108,118956,1.53,30.63,10.8,6.83
1602,Morocco,2009,27.65217777777778,19.330820000000006,141408,1.52,21.77,12.18,2.73
1603,Morocco,2010,34.22661777777778,20.204955555555557,139096,1.52,24.51,22.31,2.35
1604,Morocco,2011,27.88529666666666,19.68751111111111,163496,1.5,24.32,22.89,3.46
1605,Morocco,2012,20.063915555555557,19.39705333333333,174200,1.46,19.72,26.51,2.55
1606,Morocco,2013,21.007281111111123,19.2332,131526,1.43,24.93,24.41,4.58
1607,Morocco,2014,18.099935555555557,19.517155555555554,193683,1.51,25.66,24.99,9.07
1608,Morocco,2015,20.55211777777778,19.482646666666668,160962,1.51,26.89,24.75,12.26
1609,Morocco,2016,16.343108888888892,19.961933333333327,165923,1.51,12.54,15.85,6.83
1610,Mozambique,1991,81.45839333333333,23.352622222222234,44181,0.03,0.56,0.46,0.35
1611,Mozambique,1992,49.92250444444446,23.791077777777787,47733,0.03,0.8,0.32,0.19
1612,Mozambique,1993,84.26587111111112,23.483,48603,0.03,0.53,0.05,0.27
1613,Mozambique,1994,67.89063666666668,23.234977777777786,48182,0.03,1.32,0.08,0.26
1614,Mozambique,1995,65.24802333333335,23.639988888888887,48770,0.02,1.29,0.08,0.64
1615,Mozambique,1996,92.36956444444445,23.176388888888887,48872,0.02,1.76,0.08,0.2
1616,Mozambique,1997,92.55971333333332,23.366177777777786,49351,0.01,0.36,0.63,0.58
1617,Mozambique,1998,75.03645888888889,23.865588888888887,49034,0.01,0.9,0.38,0.61
1618,Mozambique,1999,102.90401222222224,23.319977777777765,50113,0.01,1.91,0.0,0.0
1619,Mozambique,2000,97.15083444444444,23.29572222222223,48961,0.01,2.34,0.82,0.29
1620,Mozambique,2001,93.46789888888887,23.52543333333333,46823,0.01,3.76,0.47,1.62
1621,Mozambique,2002,69.71175555555557,23.65501111111111,45823,0.01,3.77,0.43,1.47
1622,Mozambique,2003,84.2351188888889,23.66881111111111,46292,0.06,0.39,0.29,0.02
1623,Mozambique,2004,87.33497888888887,23.518711111111113,45182,0.12,0.7,0.72,0.72
1624,Mozambique,2005,47.967808888888904,24.31525555555556,44295,0.15,1.22,0.08,0.06
1625,Mozambique,2006,66.53706444444445,23.595922222222214,44421,0.17,3.33,0.55,0.53
1626,Mozambique,2007,75.7795088888889,23.7693,43239,0.1,2.1,0.2,0.24
1627,Mozambique,2008,72.40364444444444,23.366155555555554,44276,0.16,7.41,1.83,1.67
1628,Mozambique,2009,71.33180666666667,23.60477777777778,45571,0.16,2.62,0.81,0.41
1629,Mozambique,2010,77.2125977777778,24.024455555555555,46450,0.2,7.29,0.43,0.06
1630,Mozambique,2011,89.11200444444445,23.53538888888889,46205,0.13,5.48,1.25,0.25
1631,Mozambique,2012,79.78415222222222,23.353877777777768,46253,0.13,4.0,0.61,0.73
1632,Mozambique,2013,77.94534333333334,23.514922222222214,46006,0.13,4.48,0.44,0.7
1633,Mozambique,2014,81.89884555555554,23.61141111111111,97165,0.13,5.64,0.97,0.55
1634,Mozambique,2015,62.99458777777776,23.86534444444445,98093,0.13,2.03,0.92,1.02
1635,Mozambique,2016,65.14183777777778,23.78471111111111,45445,0.13,3.23,0.41,0.7
1636,Namibia,2000,31.862828888888888,19.72044444444445,58824,0.07,0.12,0.24,0.0
1637,Namibia,2001,24.78814555555555,19.875388888888885,53435,0.07,0.12,0.24,0.0
1638,Namibia,2002,25.39051666666667,19.760055555555557,51973,0.07,3.56,0.18,0.14
1639,Namibia,2003,22.85953555555556,20.225433333333328,61111,0.07,0.98,0.25,0.17
1640,Namibia,2004,25.043262222222232,19.9909,172100,0.07,2.41,0.42,0.36
1641,Namibia,2005,21.758464444444442,20.39311111111111,198273,0.07,1.22,0.37,0.31
1642,Namibia,2006,43.53348666666668,19.727400000000006,169200,0.07,2.31,0.26,0.25
1643,Namibia,2007,23.16359666666667,20.160144444444445,99433,0.07,1.65,0.36,0.42
1644,Namibia,2008,21.407243333333334,19.967933333333328,56714,0.07,0.26,0.02,0.0
1645,Namibia,2009,30.50206444444445,20.440922222222227,58650,0.07,1.57,0.0,0.0
1646,Namibia,2010,23.021945555555558,20.67288888888889,70324,0.07,3.52,0.48,0.38
1647,Namibia,2011,35.948029999999996,20.044,91216,0.07,6.01,0.33,0.19
1648,Namibia,2012,28.316327777777786,19.986344444444445,88336,0.07,12.98,1.19,0.69
1649,Namibia,2013,14.093037777777774,20.01968888888889,85964,0.07,9.55,0.82,0.37
1650,Namibia,2014,31.87108222222221,20.506877777777774,85697,0.07,4.79,0.75,0.53
1651,Namibia,2015,17.679803333333336,20.818644444444445,87829,0.07,12.82,0.74,0.8
1652,Namibia,2016,20.805970000000002,20.641677777777787,85069,0.07,24.26,1.12,0.41
1653,Nepal,1991,124.30106666666666,13.1123,66246,0.03,24.22,9.65,0.59
1654,Nepal,1992,104.92833333333333,12.873494444444445,60489,0.03,25.11,9.05,0.51
1655,Nepal,1993,123.4659,13.121931111111113,66554,0.03,23.24,7.15,0.54
1656,Nepal,1994,128.90093777777778,13.530870000000002,100312,0.03,27.79,10.42,0.71
1657,Nepal,1995,131.22436666666667,13.453123333333332,116612,0.02,29.14,8.87,1.0
1658,Nepal,1996,128.54118888888888,13.527145555555556,71482,0.03,31.07,10.36,1.24
1659,Nepal,1997,142.1551911111111,12.816606666666667,83290,0.03,31.9,11.75,0.66
1660,Nepal,1998,154.39901777777774,13.573581111111107,73739,0.04,35.84,13.25,0.74
1661,Nepal,1999,159.10553666666667,14.020656666666666,74010,0.04,25.3,12.41,0.82
1662,Nepal,2000,162.38275555555555,13.306418888888887,69915,0.05,21.02,7.37,1.25
1663,Nepal,2001,148.14965555555554,13.727342222222221,84896,0.05,19.09,9.91,0.33
1664,Nepal,2002,139.53053333333332,13.797189999999999,74940,0.05,8.9,6.25,0.73
1665,Nepal,2003,143.89533333333333,13.640548888888887,91052,0.06,2.24,2.14,0.42
1666,Nepal,2004,131.76608555555555,14.08649888888889,106245,0.06,3.34,3.68,0.58
1667,Nepal,2005,104.87533333333332,13.871328888888893,107460,0.05,1.18,2.07,0.12
1668,Nepal,2006,122.9938977777778,14.294366666666665,107894,0.05,3.67,1.66,0.0
1669,Nepal,2007,130.72107555555556,13.956924444444445,108562,0.14,0.82,0.57,0.14
1670,Nepal,2008,146.23031333333338,13.545638888888883,113686,0.15,1.18,0.1,0.0
1671,Nepal,2009,102.68357555555555,14.46033111111111,110646,0.09,12.07,4.94,0.05
1672,Nepal,2010,129.25830777777782,14.512518888888893,113178,0.14,18.5,4.34,0.61
1673,Nepal,2011,187.28425,13.611374444444444,111699,0.15,23.49,9.2,0.53
1674,Nepal,2012,146.67006666666668,13.884977777777774,99959,0.18,19.75,3.98,0.58
1675,Nepal,2013,136.93765555555555,13.561825555555556,91440,0.2,33.66,14.78,1.05
1676,Nepal,2014,52.66586666666667,13.547486666666664,87993,0.24,41.59,18.03,1.61
1677,Nepal,2015,141.89557777777776,13.44273,88196,0.25,45.49,20.13,1.73
1678,Nepal,2016,146.27099888888887,14.238861111111113,87783,0.25,45.46,20.13,2.28
1679,Nicaragua,1991,171.73106666666666,25.281255555555553,47216,0.38,17.49,4.13,1.33
1680,Nicaragua,1992,161.29394444444446,25.30968888888889,46554,0.38,17.05,0.26,3.21
1681,Nicaragua,1993,225.68362222222214,25.1219,47651,0.63,13.46,3.85,0.0
1682,Nicaragua,1994,139.12993333333333,25.34994444444445,47889,0.51,6.9,4.73,2.3
1683,Nicaragua,1995,216.46536666666668,25.293677777777766,48158,0.47,13.37,1.6,1.6
1684,Nicaragua,1996,239.34132222222215,24.91723333333333,48224,1.09,13.79,5.64,2.22
1685,Nicaragua,1997,137.08602222222223,25.504466666666666,47492,1.62,10.09,4.49,3.43
1686,Nicaragua,1998,182.9899555555556,25.795866666666665,47101,2.15,10.78,4.43,3.79
1687,Nicaragua,1999,211.4595,24.93691111111111,46948,1.97,9.72,4.52,3.03
1688,Nicaragua,2000,172.29059999999996,24.966022222222215,42987,1.83,6.6,4.97,1.86
1689,Nicaragua,2001,141.14744444444446,25.44936666666667,44780,1.66,5.52,1.04,2.35
1690,Nicaragua,2002,165.71043333333338,25.678777777777785,41040,2.52,15.54,6.34,3.18
1691,Nicaragua,2003,176.29374444444446,25.79008888888889,42196,2.42,15.8,8.66,3.72
1692,Nicaragua,2004,232.52331111111118,25.541200000000003,42945,2.06,15.03,7.13,6.79
1693,Nicaragua,2005,195.74204444444447,25.588477777777786,43452,4.1,15.55,4.76,4.24
1694,Nicaragua,2006,199.69617777777788,25.47793333333333,43419,3.2,19.85,3.03,5.35
1695,Nicaragua,2007,185.50554444444447,25.466677777777786,43406,4.7,19.99,6.54,0.51
1696,Nicaragua,2008,224.57014444444442,25.50634444444444,44201,5.1,17.1,5.22,0.78
1697,Nicaragua,2009,165.2426044444444,25.67791111111111,45138,4.83,24.31,3.23,1.89
1698,Nicaragua,2010,235.2711888888889,25.80896666666667,45060,6.7,21.83,1.87,5.43
1699,Nicaragua,2011,170.61121111111112,25.589055555555554,45357,2.74,30.56,8.06,4.47
1700,Nicaragua,2012,170.1372111111111,25.437866666666665,46332,2.41,35.77,5.36,0.95
1701,Nicaragua,2013,178.67524444444447,25.45803333333333,45830,2.47,20.27,6.75,1.9
1702,Nicaragua,2014,149.38173333333333,25.683266666666665,45933,2.47,28.25,7.36,7.2
1703,Nicaragua,2015,143.79595555555557,25.655033333333336,46356,2.47,31.27,9.74,7.63
1704,Nicaragua,2016,142.81092222222222,25.95097777777778,46733,2.47,33.21,8.73,7.78
1705,Nigeria,1991,124.32176333333334,27.42844444444445,39683,0.0,6.2,3.23,3.12
1706,Nigeria,1992,111.17033333333332,26.998777777777768,42308,0.0,6.38,3.33,3.04
1707,Nigeria,1993,109.47871,27.185822222222214,43706,0.0,6.3,3.75,3.15
1708,Nigeria,1994,117.92595777777777,27.168488888888888,41422,0.0,5.18,1.39,1.67
1709,Nigeria,1995,115.49349666666666,27.27684444444445,42263,0.0,2.62,1.31,0.87
1710,Nigeria,1996,123.99214222222223,27.59458888888889,43379,0.0,2.74,0.85,0.94
1711,Nigeria,1997,114.94890111111107,27.23158888888889,44000,0.0,2.01,0.56,1.01
1712,Nigeria,1998,113.66057888888888,27.83081111111111,44366,0.0,2.54,1.0,0.61
1713,Nigeria,1999,116.13921333333332,27.43622222222222,44384,0.0,2.64,0.85,0.64
1714,Nigeria,2000,110.76683555555556,27.208588888888887,44668,0.0,2.58,1.07,0.92
1715,Nigeria,2001,112.38972666666668,27.24873333333333,44819,0.0,3.74,1.03,0.87
1716,Nigeria,2002,102.84213111111113,27.601733333333332,44918,0.0,3.1,0.34,0.38
1717,Nigeria,2003,136.38267777777776,27.60313333333333,45128,0.0,4.05,0.52,0.62
1718,Nigeria,2004,112.35051111111113,27.491577777777767,45297,0.0,2.8,0.45,0.58
1719,Nigeria,2005,115.12423666666668,27.92521111111111,45179,0.0,5.03,0.49,0.59
1720,Nigeria,2006,116.31139111111106,28.0368,45659,0.0,5.04,1.88,1.67
1721,Nigeria,2007,117.69549111111107,27.58398888888889,45423,0.0,1.62,0.92,1.05
1722,Nigeria,2008,121.60430333333336,27.19528888888889,47179,0.0,2.95,1.07,0.97
1723,Nigeria,2009,111.27718555555555,28.10333333333333,48718,0.0,2.57,0.91,0.86
1724,Nigeria,2010,116.34335666666664,28.22603333333333,48101,0.0,6.63,1.81,1.71
1725,Nigeria,2011,92.21438777777777,27.895677777777767,47799,0.0,3.4,1.02,1.06
1726,Nigeria,2012,119.20466333333331,27.4357,48750,0.0,4.62,1.38,1.28
1727,Nigeria,2013,96.04320777777778,27.80534444444445,47799,0.0,6.66,0.45,0.46
1728,Nigeria,2014,110.12898888888887,27.917133333333336,47351,0.0,5.98,0.96,1.04
1729,Nigeria,2015,93.87013333333331,27.847122222222232,49133,0.0,4.84,1.26,0.99
1730,Nigeria,2016,124.29769111111106,27.9604,49187,0.0,7.13,1.5,0.94
1731,Oman,1991,5.524241111111113,25.988477777777767,105000,0.4,60.64,18.64,22.56
1732,Oman,1992,15.786231111111116,25.60712222222222,104878,1.53,60.24,18.07,18.07
1733,Oman,1993,4.693389999999999,26.354744444444453,95905,1.44,69.44,27.78,27.78
1734,Oman,1994,4.899121111111112,26.294722222222234,95923,1.11,83.33,11.11,11.11
1735,Oman,1995,14.573827777777774,26.26668888888889,90909,1.17,84.51,12.68,12.68
1736,Oman,1996,15.632592222222224,26.2639,74359,1.21,69.11,12.68,12.68
1737,Oman,1997,15.191618888888893,26.03982222222221,70000,4.07,49.91,13.83,13.83
1738,Oman,1998,5.583326666666667,26.87157777777778,71429,4.2,94.65,10.34,9.86
1739,Oman,1999,5.167144444444443,26.4384,71176,2.42,80.21,11.68,11.27
1740,Oman,2000,2.1471299999999998,26.51574444444445,48927,0.62,54.11,13.78,10.96
1741,Oman,2001,3.5617344444444448,26.5141,52840,0.9,77.91,22.43,41.02
1742,Oman,2002,6.750526666666668,26.56768888888889,49615,1.19,57.59,17.54,88.83
1743,Oman,2003,6.586946666666666,26.778288888888888,47431,1.49,23.97,19.52,43.63
1744,Oman,2004,7.060058888888888,26.75783333333333,48570,1.81,83.72,17.97,96.62
1745,Oman,2005,5.4998355555555545,26.39048888888889,49573,2.32,123.2,21.75,112.56
1746,Oman,2006,5.897224444444442,26.659177777777767,47618,2.73,131.2,23.44,173.57
1747,Oman,2007,21.847212222222232,26.962588888888888,48603,2.97,117.36,19.02,123.0
1748,Oman,2008,3.670045555555556,26.2115,60439,3.19,169.53,27.0,165.57
1749,Oman,2009,5.036964444444447,26.78955555555555,51533,3.18,113.76,22.49,79.89
1750,Oman,2010,5.862136666666666,27.219222222222232,51533,3.53,132.65,26.79,96.77
1751,Oman,2011,5.196305555555557,26.766800000000003,52613,3.84,124.62,18.9,70.29
1752,Oman,2012,3.0642666666666667,26.461622222222214,89296,4.66,137.41,20.92,84.84
1753,Oman,2013,9.664271111111113,26.38733333333333,52083,6.41,163.84,23.15,83.64
1754,Oman,2014,11.592905555555555,26.66925555555556,49197,5.96,125.06,32.91,113.08
1755,Oman,2015,6.4838111111111125,26.92007777777778,51316,4.01,112.42,28.28,108.76
1756,Oman,2016,4.596021111111111,27.0331,51359,4.08,141.6,41.45,155.42
1757,Pakistan,1991,30.33016666666667,21.20595888888889,92550,0.2,48.33,13.15,0.77
1758,Pakistan,1992,38.31080777777778,20.890917777777773,94566,0.18,53.86,16.05,0.79
1759,Pakistan,1993,26.17884444444445,21.824448888888888,99968,0.16,53.96,15.1,0.75
1760,Pakistan,1994,42.714322222222215,21.52232444444445,101348,0.2,56.45,13.93,0.54
1761,Pakistan,1995,34.62111222222223,21.35178555555556,101266,0.25,64.17,15.94,0.96
1762,Pakistan,1996,35.71934444444444,21.530005555555555,102985,0.38,63.68,13.46,0.27
1763,Pakistan,1997,35.19995111111111,21.020691111111113,103876,0.53,65.92,17.41,0.65
1764,Pakistan,1998,32.21046666666667,21.859037777777786,94492,0.58,65.86,14.64,0.67
1765,Pakistan,1999,25.879322222222214,22.211985555555554,98280,0.64,69.85,18.79,0.57
1766,Pakistan,2000,19.790316666666676,22.107996666666665,95519,0.88,71.44,21.3,0.72
1767,Pakistan,2001,23.637566666666668,22.06399111111111,94184,0.37,71.68,20.08,0.34
1768,Pakistan,2002,20.229574444444445,22.24201444444445,93719,0.34,74.8,20.3,0.64
1769,Pakistan,2003,40.55957777777777,21.923921111111113,99514,0.31,77.13,21.02,0.75
1770,Pakistan,2004,23.94579777777778,22.689152222222226,105499,0.29,82.79,24.51,0.85
1771,Pakistan,2005,34.00420999999999,21.52429888888889,127577,0.26,91.03,28.14,1.14
1772,Pakistan,2006,32.63046111111111,22.478667777777773,127858,0.22,92.15,29.12,1.17
1773,Pakistan,2007,34.08557777777778,22.20632666666667,76211,0.19,87.51,26.31,1.42
1774,Pakistan,2008,33.08782333333333,21.792167777777767,115025,0.16,96.59,18.66,0.55
1775,Pakistan,2009,28.377455555555557,22.54573333333333,106632,0.13,114.01,25.72,0.51
1776,Pakistan,2010,41.777703333333335,22.620522222222213,108367,0.1,108.15,25.02,1.24
1777,Pakistan,2011,33.73001111111111,22.146837777777773,101913,0.06,103.03,21.11,0.91
1778,Pakistan,2012,26.94081555555556,21.444425555555554,110705,0.03,91.77,21.85,0.63
1779,Pakistan,2013,36.23622444444445,21.9941,103379,0.0,103.57,27.99,0.63
